,standard_names,month,year,Confirmed,stringency_index,lat,lng,Population (2020),Infection_rate
1366,Norway,12,2020,7057.0,52.77999999999998,60.47202399999999,8.468945999999999,5428594,0.1300%
1367,Oman,1,2020,0.0,3.226451612903225,21.4735329,55.975413,5128058,0.0000%
1368,Oman,2,2020,6.0,18.865517241379308,21.4735329,55.975413,5128058,0.0001%
1369,Oman,3,2020,186.0,48.654193548387106,21.4735329,55.975413,5128058,0.0036%
1370,Oman,4,2020,2156.0,90.21566666666668,21.4735329,55.975413,5128058,0.0420%
1371,Oman,5,2020,9089.0,87.30354838709681,21.4735329,55.975413,5128058,0.1772%
1372,Oman,6,2020,28633.0,87.22000000000001,21.4735329,55.975413,5128058,0.5584%
1373,Oman,7,2020,39089.0,89.6625806451613,21.4735329,55.975413,5128058,0.7623%
1374,Oman,8,2020,6563.0,89.18451612903225,21.4735329,55.975413,5128058,0.1280%
1375,Oman,9,2020,12863.0,86.10999999999999,21.4735329,55.975413,5128058,0.2508%
1376,Oman,10,2020,15849.0,69.95129032258068,21.4735329,55.975413,5128058,0.3091%
1377,Oman,11,2020,9265.0,37.03999999999999,21.4735329,55.975413,5128058,0.1807%
1378,Oman,12,2020,3320.0,37.04,21.4735329,55.975413,5128058,0.0647%
1379,Pakistan,1,2020,0.0,0.2687096774193549,30.375321000000003,69.34511599999999,221612785,0.0000%
1380,Pakistan,2,2020,4.0,10.438965517241376,30.375321000000003,69.34511599999999,221612785,0.0000%
1381,Pakistan,3,2020,2114.0,55.73516129032257,30.375321000000003,69.34511599999999,221612785,0.0010%
1382,Pakistan,4,2020,15996.0,93.67266666666664,30.375321000000003,69.34511599999999,221612785,0.0072%
1383,Pakistan,5,2020,54346.0,86.2296774193548,30.375321000000003,69.34511599999999,221612785,0.0245%
1384,Pakistan,6,2020,141010.0,63.61166666666667,30.375321000000003,69.34511599999999,221612785,0.0636%
1385,Pakistan,7,2020,64835.0,66.4609677419355,30.375321000000003,69.34511599999999,221612785,0.0293%
1386,Pakistan,8,2020,17544.0,53.2003225806452,30.375321000000003,69.34511599999999,221612785,0.0079%
1387,Pakistan,9,2020,16957.0,44.352333333333355,30.375321000000003,69.34511599999999,221612785,0.0077%
1388,Pakistan,10,2020,21164.0,59.96096774193549,30.375321000000003,69.34511599999999,221612785,0.0095%
1389,Pakistan,11,2020,66512.0,54.16866666666666,30.375321000000003,69.34511599999999,221612785,0.0300%
1390,Pakistan,12,2020,54191.0,64.35000000000001,30.375321000000003,69.34511599999999,221612785,0.0245%
1391,Palestine,1,2020,0.0,0.0,31.952162,35.233154,5121112,0.0000%
1392,Palestine,2,2020,0.0,1.533793103448276,31.952162,35.233154,5121112,0.0000%
1393,Palestine,3,2020,119.0,71.80387096774191,31.952162,35.233154,5121112,0.0023%
1394,Palestine,4,2020,225.0,96.30000000000004,31.952162,35.233154,5121112,0.0044%
1395,Palestine,5,2020,104.0,93.25354838709677,31.952162,35.233154,5121112,0.0020%
1396,Palestine,6,2020,1980.0,80.55999999999995,31.952162,35.233154,5121112,0.0387%
1397,Palestine,7,2020,9409.0,83.0616129032258,31.952162,35.233154,5121112,0.1837%
1398,Palestine,8,2020,10892.0,83.32999999999997,31.952162,35.233154,5121112,0.2127%
1399,Palestine,9,2020,17170.0,83.98133333333331,31.952162,35.233154,5121112,0.3353%
1400,Palestine,10,2020,13621.0,71.6564516129032,31.952162,35.233154,5121112,0.2660%
1401,Palestine,11,2020,32127.0,52.345333333333336,31.952162,35.233154,5121112,0.6273%
1402,Palestine,12,2020,33965.0,62.5,31.952162,35.233154,5121112,0.6632%
1403,Panama,1,2020,0.0,2.8664516129032247,8.537981,-80.782127,4326296,0.0000%
1404,Panama,2,2020,0.0,8.330000000000005,8.537981,-80.782127,4326296,0.0000%
1405,Panama,3,2020,1181.0,42.054193548387104,8.537981,-80.782127,4326296,0.0273%
1406,Panama,4,2020,5351.0,91.204,8.537981,-80.782127,4326296,0.1237%
1407,Panama,5,2020,6931.0,91.24612903225805,8.537981,-80.782127,4326296,0.1602%
1408,Panama,6,2020,20087.0,84.68799999999995,8.537981,-80.782127,4326296,0.4643%
1409,Panama,7,2020,31706.0,82.91387096774194,8.537981,-80.782127,4326296,0.7329%
1410,Panama,8,2020,27726.0,81.77999999999999,8.537981,-80.782127,4326296,0.6409%
1411,Panama,9,2020,19613.0,84.63066666666666,8.537981,-80.782127,4326296,0.4533%
1412,Panama,10,2020,21003.0,69.35580645161288,8.537981,-80.782127,4326296,0.4855%
1413,Panama,11,2020,32208.0,58.329999999999984,8.537981,-80.782127,4326296,0.7445%
1414,Panama,12,2020,40504.0,70.10571428571428,8.537981,-80.782127,4326296,0.9362%
1415,Papua New Guinea,1,2020,0.0,1.8816129032258064,-6.3149929999999985,143.95555,8975531,0.0000%
1416,Papua New Guinea,2,2020,0.0,13.889999999999993,-6.3149929999999985,143.95555,8975531,0.0000%
1417,Papua New Guinea,3,2020,1.0,30.763870967741926,-6.3149929999999985,143.95555,8975531,0.0000%
1418,Papua New Guinea,4,2020,7.0,78.2253333333333,-6.3149929999999985,143.95555,8975531,0.0001%
1419,Papua New Guinea,5,2020,0.0,59.60354838709678,-6.3149929999999985,143.95555,8975531,0.0000%
1420,Papua New Guinea,6,2020,3.0,54.16666666666664,-6.3149929999999985,143.95555,8975531,0.0000%
1421,Papua New Guinea,7,2020,61.0,49.06999999999999,-6.3149929999999985,143.95555,8975531,0.0007%
1422,Papua New Guinea,8,2020,674.0,54.928064516129034,-6.3149929999999985,143.95555,8975531,0.0075%
1423,Papua New Guinea,9,2020,75.0,46.85,-6.3149929999999985,143.95555,8975531,0.0008%
1424,Papua New Guinea,10,2020,55.0,45.011935483870964,-6.3149929999999985,143.95555,8975531,0.0006%
1425,Papua New Guinea,11,2020,67.0,39.073000000000015,-6.3149929999999985,143.95555,8975531,0.0007%
1427,Paraguay,1,2020,0.0,1.6141935483870968,-23.442503,-58.44383199999999,7147553,0.0000%
1428,Paraguay,2,2020,0.0,5.560000000000001,-23.442503,-58.44383199999999,7147553,0.0000%
1429,Paraguay,3,2020,65.0,54.78032258064516,-23.442503,-58.44383199999999,7147553,0.0009%
1430,Paraguay,4,2020,201.0,94.19466666666669,-23.442503,-58.44383199999999,7147553,0.0028%
1431,Paraguay,5,2020,720.0,91.5135483870968,-23.442503,-58.44383199999999,7147553,0.0101%
1432,Paraguay,6,2020,1235.0,82.40499999999997,-23.442503,-58.44383199999999,7147553,0.0173%
1433,Paraguay,7,2020,3117.0,77.71838709677421,-23.442503,-58.44383199999999,7147553,0.0436%
1434,Paraguay,8,2020,12324.0,79.3277419354839,-23.442503,-58.44383199999999,7147553,0.1724%
1435,Paraguay,9,2020,23096.0,81.48,-23.442503,-58.44383199999999,7147553,0.3231%
1436,Paraguay,10,2020,22427.0,67.85774193548386,-23.442503,-58.44383199999999,7147553,0.3138%
1437,Paraguay,11,2020,19239.0,64.19600000000004,-23.442503,-58.44383199999999,7147553,0.2692%
1438,Paraguay,12,2020,15872.0,63.88999999999999,-23.442503,-58.44383199999999,7147553,0.2221%
1439,Peru,1,2020,0.0,0.0,-9.189967,-75.015152,33050211,0.0000%
1440,Peru,2,2020,0.0,0.0,-9.189967,-75.015152,33050211,0.0000%
1441,Peru,3,2020,1065.0,58.51032258064518,-9.189967,-75.015152,33050211,0.0032%
1442,Peru,4,2020,35911.0,94.44000000000004,-9.189967,-75.015152,33050211,0.1087%
1443,Peru,5,2020,127500.0,93.15903225806449,-9.189967,-75.015152,33050211,0.3858%
1444,Peru,6,2020,120737.0,89.80999999999996,-9.189967,-75.015152,33050211,0.3653%
1445,Peru,7,2020,122279.0,78.25580645161294,-9.189967,-75.015152,33050211,0.3700%
1446,Peru,8,2020,239674.0,83.87354838709679,-9.189967,-75.015152,33050211,0.7252%
1447,Peru,9,2020,164602.0,85.19000000000005,-9.189967,-75.015152,33050211,0.4980%
1448,Peru,10,2020,88412.0,80.61645161290328,-9.189967,-75.015152,33050211,0.2675%
1449,Peru,11,2020,62350.0,71.04599999999995,-9.189967,-75.015152,33050211,0.1887%
1450,Peru,12,2020,26927.0,67.59000000000002,-9.189967,-75.015152,33050211,0.0815%
1451,Philippines,1,2020,1.0,3.1358064516129036,12.879721,121.77401699999999,109830324,0.0000%
1452,Philippines,2,2020,2.0,23.849655172413797,12.879721,121.77401699999999,109830324,0.0000%
1453,Philippines,3,2020,2081.0,64.84451612903226,12.879721,121.77401699999999,109830324,0.0019%
1454,Philippines,4,2020,6404.0,100.0,12.879721,121.77401699999999,109830324,0.0058%
1455,Philippines,5,2020,9598.0,94.5077419354839,12.879721,121.77401699999999,109830324,0.0087%
1456,Philippines,6,2020,19428.0,80.73999999999997,12.879721,121.77401699999999,109830324,0.0177%
1457,Philippines,7,2020,55840.0,80.01903225806446,12.879721,121.77401699999999,109830324,0.0508%
1458,Philippines,8,2020,127465.0,75.11903225806452,12.879721,121.77401699999999,109830324,0.1161%
1459,Philippines,9,2020,90875.0,68.36333333333337,12.879721,121.77401699999999,109830324,0.0827%
1460,Philippines,10,2020,69035.0,69.21870967741934,12.879721,121.77401699999999,109830324,0.0629%
1461,Philippines,11,2020,50901.0,69.62866666666667,12.879721,121.77401699999999,109830324,0.0463%
1462,Philippines,12,2020,24932.0,66.89499999999998,12.879721,121.77401699999999,109830324,0.0227%
1463,Poland,1,2020,0.0,1.6141935483870968,51.919438,19.145135999999997,37839255,0.0000%
1464,Poland,2,2020,0.0,6.134137931034484,51.919438,19.145135999999997,37839255,0.0000%
1465,Poland,3,2020,2311.0,41.45870967741936,51.919438,19.145135999999997,37839255,0.0061%
1466,Poland,4,2020,10566.0,82.83666666666662,51.919438,19.145135999999997,37839255,0.0279%
1467,Poland,5,2020,10909.0,81.53838709677419,51.919438,19.145135999999997,37839255,0.0288%
1468,Poland,6,2020,10607.0,52.59300000000002,51.919438,19.145135999999997,37839255,0.0280%
1469,Poland,7,2020,11295.0,42.67967741935481,51.919438,19.145135999999997,37839255,0.0298%
1470,Poland,8,2020,21684.0,39.80999999999997,51.919438,19.145135999999997,37839255,0.0573%
1471,Poland,9,2020,24142.0,30.493999999999996,51.919438,19.145135999999997,37839255,0.0638%
1472,Poland,10,2020,271217.0,41.20548387096774,51.919438,19.145135999999997,37839255,0.7168%
1473,Poland,11,2020,628080.0,71.29999999999998,51.919438,19.145135999999997,37839255,1.6599%
1474,Poland,12,2020,192053.0,71.29999999999998,51.919438,19.145135999999997,37839255,0.5075%
1475,Portugal,1,2020,0.0,2.1503225806451614,39.39987199999999,-8.224454,10191409,0.0000%
1476,Portugal,2,2020,0.0,11.110000000000007,39.39987199999999,-8.224454,10191409,0.0000%
1477,Portugal,3,2020,7443.0,47.432258064516134,39.39987199999999,-8.224454,10191409,0.0730%
1478,Portugal,4,2020,17602.0,83.33500000000002,39.39987199999999,-8.224454,10191409,0.1727%
1479,Portugal,5,2020,32806.0,74.58322580645162,39.39987199999999,-8.224454,10191409,0.3219%
1480,Portugal,6,2020,9641.0,70.60500000000002,39.39987199999999,-8.224454,10191409,0.0946%
1481,Portugal,7,2020,8931.0,70.92548387096772,39.39987199999999,-8.224454,10191409,0.0876%
1482,Portugal,8,2020,6940.0,63.4241935483871,39.39987199999999,-8.224454,10191409,0.0681%
1483,Portugal,9,2020,17530.0,57.74699999999998,39.39987199999999,-8.224454,10191409,0.1720%
1484,Portugal,10,2020,65737.0,60.047419354838745,39.39987199999999,-8.224454,10191409,0.6450%
1485,Portugal,11,2020,156782.0,68.31766666666668,39.39987199999999,-8.224454,10191409,1.5384%
1486,Portugal,12,2020,68891.0,78.16333333333331,39.39987199999999,-8.224454,10191409,0.6760%
1487,Qatar,1,2020,0.0,1.0754838709677421,25.354826,51.183884,2889284,0.0000%
1488,Qatar,2,2020,1.0,13.506551724137926,25.354826,51.183884,2889284,0.0000%
1489,Qatar,3,2020,780.0,48.20967741935482,25.354826,51.183884,2889284,0.0270%
1490,Qatar,4,2020,12628.0,85.27599999999994,25.354826,51.183884,2889284,0.4371%
1491,Qatar,5,2020,43501.0,83.32999999999997,25.354826,51.183884,2889284,1.5056%
1492,Qatar,6,2020,39178.0,81.85266666666666,25.354826,51.183884,2889284,1.3560%
1493,Qatar,7,2020,14607.0,80.20129032258062,25.354826,51.183884,2889284,0.5056%
1494,Qatar,8,2020,8083.0,77.78000000000002,25.354826,51.183884,2889284,0.2798%
1495,Qatar,9,2020,6982.0,64.80999999999996,25.354826,51.183884,2889284,0.2417%
1496,Qatar,10,2020,6796.0,64.80999999999996,25.354826,51.183884,2889284,0.2352%
1497,Qatar,11,2020,6277.0,64.80999999999996,25.354826,51.183884,2889284,0.2173%
1498,Qatar,12,2020,2883.0,64.81,25.354826,51.183884,2889284,0.0998%
1499,Romania,1,2020,0.0,0.4483870967741935,45.943160999999996,24.96676,19214608,0.0000%
1500,Romania,2,2020,3.0,7.475517241379312,45.943160999999996,24.96676,19214608,0.0000%
1501,Romania,3,2020,2242.0,53.075483870967744,45.943160999999996,24.96676,19214608,0.0117%
1502,Romania,4,2020,9995.0,87.03999999999998,45.943160999999996,24.96676,19214608,0.0520%
1503,Romania,5,2020,7017.0,79.36129032258064,45.943160999999996,24.96676,19214608,0.0365%
1504,Romania,6,2020,7713.0,48.02500000000002,45.943160999999996,24.96676,19214608,0.0401%
1505,Romania,7,2020,23916.0,42.29258064516129,45.943160999999996,24.96676,19214608,0.1245%
1506,Romania,8,2020,36654.0,42.59,45.943160999999996,24.96676,19214608,0.1908%
1507,Romania,9,2020,40032.0,44.13633333333333,45.943160999999996,24.96676,19214608,0.2083%
1508,Romania,10,2020,113767.0,48.26645161290326,45.943160999999996,24.96676,19214608,0.5921%
1509,Romania,11,2020,234023.0,68.54933333333331,45.943160999999996,24.96676,19214608,1.2179%
1510,Romania,12,2020,107424.0,76.85000000000002,45.943160999999996,24.96676,19214608,0.5591%
1511,Russia,1,2020,2.0,0.5374193548387097,61.52401,105.31875600000001,145945524,0.0000%
1512,Russia,2,2020,0.0,8.330000000000005,61.52401,105.31875600000001,145945524,0.0000%
1513,Russia,3,2020,2335.0,47.042903225806434,61.52401,105.31875600000001,145945524,0.0016%
1514,Russia,4,2020,104161.0,85.49833333333338,61.52401,105.31875600000001,145945524,0.0714%
1515,Russia,5,2020,299345.0,80.70612903225803,61.52401,105.31875600000001,145945524,0.2051%
1516,Russia,6,2020,241086.0,73.55066666666663,61.52401,105.31875600000001,145945524,0.1652%
1517,Russia,7,2020,191532.0,69.31096774193547,61.52401,105.31875600000001,145945524,0.1312%
1518,Russia,8,2020,153941.0,63.131290322580654,61.52401,105.31875600000001,145945524,0.1055%
1519,Russia,9,2020,178397.0,39.445,61.52401,105.31875600000001,145945524,0.1222%
1520,Russia,10,2020,435468.0,45.76193548387097,61.52401,105.31875600000001,145945524,0.2984%
1521,Russia,11,2020,669669.0,46.20733333333335,61.52401,105.31875600000001,145945524,0.4588%
1522,Russia,12,2020,488907.0,47.69000000000001,61.52401,105.31875600000001,145945524,0.3350%
1523,Rwanda,1,2020,0.0,4.390645161290324,-1.940278,29.873888,13005303,0.0000%
1524,Rwanda,2,2020,0.0,13.889999999999993,-1.940278,29.873888,13005303,0.0000%
1525,Rwanda,3,2020,75.0,49.07354838709678,-1.940278,29.873888,13005303,0.0006%
1526,Rwanda,4,2020,168.0,90.73999999999997,-1.940278,29.873888,13005303,0.0013%
1527,Rwanda,5,2020,127.0,74.85225806451619,-1.940278,29.873888,13005303,0.0010%
1528,Rwanda,6,2020,655.0,74.04500000000002,-1.940278,29.873888,13005303,0.0050%
1529,Rwanda,7,2020,997.0,75.14774193548381,-1.940278,29.873888,13005303,0.0077%
1530,Rwanda,8,2020,2041.0,74.85387096774195,-1.940278,29.873888,13005303,0.0157%
1531,Rwanda,9,2020,777.0,77.31300000000002,-1.940278,29.873888,13005303,0.0060%
1532,Rwanda,10,2020,297.0,68.3412903225807,-1.940278,29.873888,13005303,0.0023%
1533,Rwanda,11,2020,797.0,57.40533333333333,-1.940278,29.873888,13005303,0.0061%
1534,Rwanda,12,2020,1171.0,56.62461538461538,-1.940278,29.873888,13005303,0.0090%
1535,San Marino,1,2020,0.0,0.0,43.94236,12.457777,33944,0.0000%
1536,San Marino,2,2020,1.0,3.6406896551724137,43.94236,12.457777,33944,0.0029%
1537,San Marino,3,2020,235.0,68.09870967741932,43.94236,12.457777,33944,0.6923%
1538,San Marino,4,2020,333.0,88.51700000000002,43.94236,12.457777,33944,0.9810%
1539,San Marino,5,2020,739.0,68.70064516129034,43.94236,12.457777,33944,2.1771%
1540,San Marino,6,2020,27.0,44.56733333333331,43.94236,12.457777,33944,0.0795%
1541,San Marino,7,2020,1.0,33.33000000000001,43.94236,12.457777,33944,0.0029%
1542,San Marino,8,2020,16.0,33.33000000000001,43.94236,12.457777,33944,0.0471%
1543,San Marino,9,2020,752.0,29.38333333333333,43.94236,12.457777,33944,2.2154%
1544,San Marino,10,2020,196.0,31.78225806451615,43.94236,12.457777,33944,0.5774%
1545,San Marino,11,2020,684.0,40.80166666666667,43.94236,12.457777,33944,2.0151%
1546,San Marino,12,2020,460.0,44.44,43.94236,12.457777,33944,1.3552%
1547,Saudi Arabia,1,2020,0.0,0.7167741935483871,23.885942,45.079162,34905942,0.0000%
1548,Saudi Arabia,2,2020,0.0,11.110000000000007,23.885942,45.079162,34905942,0.0000%
1549,Saudi Arabia,3,2020,1563.0,53.554193548387076,23.885942,45.079162,34905942,0.0045%
1550,Saudi Arabia,4,2020,21190.0,91.72933333333336,23.885942,45.079162,34905942,0.0607%
1551,Saudi Arabia,5,2020,62508.0,90.18709677419352,23.885942,45.079162,34905942,0.1791%
1552,Saudi Arabia,6,2020,105562.0,71.48366666666669,23.885942,45.079162,34905942,0.3024%
1553,Saudi Arabia,7,2020,85082.0,70.58258064516124,23.885942,45.079162,34905942,0.2437%
1554,Saudi Arabia,8,2020,39867.0,63.415161290322615,23.885942,45.079162,34905942,0.1142%
1555,Saudi Arabia,9,2020,18833.0,58.70733333333339,23.885942,45.079162,34905942,0.0540%
1556,Saudi Arabia,10,2020,12677.0,56.931935483870994,23.885942,45.079162,34905942,0.0363%
1557,Saudi Arabia,11,2020,10078.0,50.0,23.885942,45.079162,34905942,0.0289%
1558,Saudi Arabia,12,2020,3330.0,50.0,23.885942,45.079162,34905942,0.0095%
1559,Senegal,1,2020,0.0,0.0,14.497401000000002,-14.452361999999999,16816539,0.0000%
1560,Senegal,2,2020,0.0,0.0,14.497401000000002,-14.452361999999999,16816539,0.0000%
1561,Senegal,3,2020,175.0,34.31999999999999,14.497401000000002,-14.452361999999999,16816539,0.0010%
1562,Senegal,4,2020,758.0,77.78,14.497401000000002,-14.452361999999999,16816539,0.0045%
1563,Senegal,5,2020,2712.0,74.01354838709676,14.497401000000002,-14.452361999999999,16816539,0.0161%
1564,Senegal,6,2020,3148.0,62.22166666666666,14.497401000000002,-14.452361999999999,16816539,0.0187%
1565,Senegal,7,2020,3439.0,39.57903225806452,14.497401000000002,-14.452361999999999,16816539,0.0205%
1566,Senegal,8,2020,3379.0,35.274516129032264,14.497401000000002,-14.452361999999999,16816539,0.0201%
1567,Senegal,9,2020,1371.0,40.09133333333333,14.497401000000002,-14.452361999999999,16816539,0.0082%
1568,Senegal,10,2020,634.0,40.799354838709675,14.497401000000002,-14.452361999999999,16816539,0.0038%
1569,Senegal,11,2020,473.0,37.960000000000015,14.497401000000002,-14.452361999999999,16816539,0.0028%
1570,Senegal,12,2020,1470.0,37.96,14.497401000000002,-14.452361999999999,16816539,0.0087%
1571,Serbia,1,2020,0.0,0.8967741935483873,44.016521000000004,21.005859,8731081,0.0000%
1572,Serbia,2,2020,0.0,4.695517241379312,44.016521000000004,21.005859,8731081,0.0000%
1573,Serbia,3,2020,900.0,56.95967741935484,44.016521000000004,21.005859,8731081,0.0103%
1574,Serbia,4,2020,8109.0,98.4886666666667,44.016521000000004,21.005859,8731081,0.0929%
1575,Serbia,5,2020,2403.0,72.81903225806452,44.016521000000004,21.005859,8731081,0.0275%
1576,Serbia,6,2020,3152.0,27.43566666666668,44.016521000000004,21.005859,8731081,0.0361%
1577,Serbia,7,2020,10988.0,48.20935483870966,44.016521000000004,21.005859,8731081,0.1258%
1578,Serbia,8,2020,5854.0,57.07903225806449,44.016521000000004,21.005859,8731081,0.0670%
1579,Serbia,9,2020,2145.0,54.63000000000004,44.016521000000004,21.005859,8731081,0.0246%
1580,Serbia,10,2020,13403.0,54.002258064516134,44.016521000000004,21.005859,8731081,0.1535%
1581,Serbia,11,2020,128484.0,55.2786666666667,44.016521000000004,21.005859,8731081,1.4716%
1582,Serbia,12,2020,117202.0,60.19,44.016521000000004,21.005859,8731081,1.3424%
1583,Seychelles,1,2020,0.0,1.075161290322581,-4.679574,55.491977,98453,0.0000%
1584,Seychelles,2,2020,0.0,15.519655172413804,-4.679574,55.491977,98453,0.0000%
1585,Seychelles,3,2020,10.0,29.511290322580628,-4.679574,55.491977,98453,0.0102%
1586,Seychelles,4,2020,1.0,83.64366666666666,-4.679574,55.491977,98453,0.0010%
1587,Seychelles,5,2020,0.0,65.92193548387095,-4.679574,55.491977,98453,0.0000%
1588,Seychelles,6,2020,70.0,23.14999999999999,-4.679574,55.491977,98453,0.0711%
1589,Seychelles,7,2020,33.0,23.14999999999999,-4.679574,55.491977,98453,0.0335%
1590,Seychelles,8,2020,22.0,31.034516129032248,-4.679574,55.491977,98453,0.0223%
1591,Seychelles,9,2020,8.0,35.924999999999976,-4.679574,55.491977,98453,0.0081%
1592,Seychelles,10,2020,9.0,34.43580645161291,-4.679574,55.491977,98453,0.0091%
1593,Seychelles,11,2020,30.0,31.48000000000001,-4.679574,55.491977,98453,0.0305%
1594,Seychelles,12,2020,19.0,31.48,-4.679574,55.491977,98453,0.0193%
1595,Sierra Leone,1,2020,0.0,0.0,8.460555000000001,-11.779889,8004158,0.0000%
1596,Sierra Leone,2,2020,0.0,0.0,8.460555000000001,-11.779889,8004158,0.0000%
1597,Sierra Leone,3,2020,1.0,15.08451612903226,8.460555000000001,-11.779889,8004158,0.0000%
1598,Sierra Leone,4,2020,123.0,76.54500000000004,8.460555000000001,-11.779889,8004158,0.0015%
1599,Sierra Leone,5,2020,737.0,72.64032258064509,8.460555000000001,-11.779889,8004158,0.0092%
1600,Sierra Leone,6,2020,601.0,57.5896666666667,8.460555000000001,-11.779889,8004158,0.0075%
1601,Sierra Leone,7,2020,361.0,40.44387096774196,8.460555000000001,-11.779889,8004158,0.0045%
1602,Sierra Leone,8,2020,199.0,31.154516129032245,8.460555000000001,-11.779889,8004158,0.0025%
1603,Sierra Leone,9,2020,209.0,29.63,8.460555000000001,-11.779889,8004158,0.0026%
1604,Sierra Leone,10,2020,135.0,29.63000000000001,8.460555000000001,-11.779889,8004158,0.0017%
1605,Sierra Leone,11,2020,46.0,36.11000000000001,8.460555000000001,-11.779889,8004158,0.0006%
1606,Sierra Leone,12,2020,74.0,37.04,8.460555000000001,-11.779889,8004158,0.0009%
1607,Singapore,1,2020,13.0,15.053225806451607,1.352083,103.819836,5858322,0.0002%
1608,Singapore,2,2020,89.0,23.849655172413797,1.352083,103.819836,5858322,0.0015%
1609,Singapore,3,2020,824.0,32.25774193548388,1.352083,103.819836,5858322,0.0141%
1610,Singapore,4,2020,15243.0,75.3736666666667,1.352083,103.819836,5858322,0.2602%
1611,Singapore,5,2020,18715.0,82.79645161290323,1.352083,103.819836,5858322,0.3195%
1612,Singapore,6,2020,9023.0,64.68899999999998,1.352083,103.819836,5858322,0.1540%
1613,Singapore,7,2020,8298.0,50.0,1.352083,103.819836,5858322,0.1416%
1614,Singapore,8,2020,4607.0,50.0,1.352083,103.819836,5858322,0.0786%
1615,Singapore,9,2020,953.0,50.648666666666664,1.352083,103.819836,5858322,0.0163%
1616,Singapore,10,2020,250.0,52.24193548387096,1.352083,103.819836,5858322,0.0043%
1617,Singapore,11,2020,203.0,51.48266666666666,1.352083,103.819836,5858322,0.0035%
1618,Singapore,12,2020,168.0,47.21999999999999,1.352083,103.819836,5858322,0.0029%
1619,Slovakia,1,2020,0.0,0.4483870967741935,48.669026,19.699023999999998,5460109,0.0000%
1620,Slovakia,2,2020,0.0,2.7800000000000007,48.669026,19.699023999999998,5460109,0.0000%
1621,Slovakia,3,2020,363.0,51.64290322580646,48.669026,19.699023999999998,5460109,0.0066%
1622,Slovakia,4,2020,1033.0,76.85300000000002,48.669026,19.699023999999998,5460109,0.0189%
1623,Slovakia,5,2020,125.0,73.15000000000005,48.669026,19.699023999999998,5460109,0.0023%
1624,Slovakia,6,2020,146.0,44.38066666666669,48.669026,19.699023999999998,5460109,0.0027%
1625,Slovakia,7,2020,625.0,37.51322580645163,48.669026,19.699023999999998,5460109,0.0114%
1626,Slovakia,8,2020,1625.0,33.755161290322555,48.669026,19.699023999999998,5460109,0.0298%
1627,Slovakia,9,2020,6224.0,30.44566666666668,48.669026,19.699023999999998,5460109,0.1140%
1628,Slovakia,10,2020,47523.0,56.212258064516156,48.669026,19.699023999999998,5460109,0.8704%
1629,Slovakia,11,2020,48265.0,69.81366666666668,48.669026,19.699023999999998,5460109,0.8840%
1630,Slovakia,12,2020,40195.0,54.415384615384596,48.669026,19.699023999999998,5460109,0.7362%
1631,Slovenia,1,2020,0.0,0.0,46.151241,14.995463,2078989,0.0000%
1632,Slovenia,2,2020,0.0,0.0,46.151241,14.995463,2078989,0.0000%
1633,Slovenia,3,2020,802.0,46.05612903225807,46.151241,14.995463,2078989,0.0386%
1634,Slovenia,4,2020,627.0,88.083,46.151241,14.995463,2078989,0.0302%
1635,Slovenia,5,2020,44.0,57.88677419354842,46.151241,14.995463,2078989,0.0021%
1636,Slovenia,6,2020,127.0,39.856333333333296,46.151241,14.995463,2078989,0.0061%
1637,Slovenia,7,2020,556.0,43.75451612903225,46.151241,14.995463,2078989,0.0267%
1638,Slovenia,8,2020,727.0,50.0,46.151241,14.995463,2078989,0.0350%
1639,Slovenia,9,2020,2807.0,50.0,46.151241,14.995463,2078989,0.1350%
1640,Slovenia,10,2020,28617.0,54.92548387096774,46.151241,14.995463,2078989,1.3765%
1641,Slovenia,11,2020,41507.0,68.52,46.151241,14.995463,2078989,1.9965%
1642,Slovenia,12,2020,27741.0,68.52,46.151241,14.995463,2078989,1.3344%
1643,Solomon Islands,1,2020,0.0,0.0,-9.645710000000001,160.156194,689671,0.0000%
1644,Solomon Islands,2,2020,0.0,6.89379310344828,-9.645710000000001,160.156194,689671,0.0000%
1645,Solomon Islands,3,2020,0.0,21.293225806451613,-9.645710000000001,160.156194,689671,0.0000%
1646,Solomon Islands,4,2020,0.0,44.74933333333335,-9.645710000000001,160.156194,689671,0.0000%
1647,Solomon Islands,5,2020,0.0,43.097419354838706,-9.645710000000001,160.156194,689671,0.0000%
1648,Solomon Islands,6,2020,0.0,33.33000000000001,-9.645710000000001,160.156194,689671,0.0000%
1649,Solomon Islands,7,2020,0.0,33.688709677419375,-9.645710000000001,160.156194,689671,0.0000%
1650,Solomon Islands,8,2020,0.0,34.316451612903236,-9.645710000000001,160.156194,689671,0.0000%
1651,Solomon Islands,9,2020,0.0,35.832,-9.645710000000001,160.156194,689671,0.0000%
1652,Solomon Islands,10,2020,8.0,40.89064516129032,-9.645710000000001,160.156194,689671,0.0012%
1653,Solomon Islands,11,2020,9.0,43.02599999999998,-9.645710000000001,160.156194,689671,0.0013%
1654,Solomon Islands,12,2020,0.0,36.11000000000001,-9.645710000000001,160.156194,689671,0.0000%
1655,Somalia,1,2020,0.0,0.0,5.152149,46.199616,15965848,0.0000%
1656,Somalia,2,2020,0.0,0.0,5.152149,46.199616,15965848,0.0000%
1657,Somalia,3,2020,5.0,22.849999999999994,5.152149,46.199616,15965848,0.0000%
