,standard_names,month,year,Confirmed,Deaths,Recovered,Active,stringency_index,lat,lng
654,France,12,2020,222655.0,65198.0,20575.0,194554.0,75.0,46.227638,2.213749
655,Gabon,1,2020,0.0,0.0,0.0,0.0,1.7935483870967746,-0.803689,11.609444
656,Gabon,2,2020,0.0,0.0,0.0,0.0,12.166551724137927,-0.803689,11.609444
657,Gabon,3,2020,16.0,1.0,0.0,15.0,40.02451612903226,-0.803689,11.609444
658,Gabon,4,2020,260.0,2.0,67.0,211.0,76.29633333333338,-0.803689,11.609444
659,Gabon,5,2020,2379.0,14.0,655.0,1710.0,79.72193548387094,-0.803689,11.609444
660,Gabon,6,2020,2739.0,25.0,1698.0,9033.0,78.58133333333328,-0.803689,11.609444
661,Gabon,7,2020,1958.0,7.0,2523.0,20066.0,74.06999999999998,-0.803689,11.609444
662,Gabon,8,2020,1181.0,4.0,2321.0,23041.0,74.06999999999998,-0.803689,11.609444
663,Gabon,9,2020,233.0,1.0,741.0,10520.0,74.06999999999995,-0.803689,11.609444
664,Gabon,10,2020,202.0,1.0,693.0,5741.0,73.02548387096773,-0.803689,11.609444
665,Gabon,11,2020,246.0,5.0,368.0,862.0,67.50100000000003,-0.803689,11.609444
666,Gabon,12,2020,186.0,4.0,188.0,430.0,61.114999999999974,-0.803689,11.609444
667,Gambia,1,2020,0.0,0.0,0.0,0.0,0.0,13.443182,-15.310139000000001
668,Gambia,2,2020,0.0,0.0,0.0,0.0,4.983793103448277,13.443182,-15.310139000000001
669,Gambia,3,2020,4.0,1.0,0.0,3.0,34.19774193548388,13.443182,-15.310139000000001
670,Gambia,4,2020,7.0,0.0,8.0,9.0,78.7,13.443182,-15.310139000000001
671,Gambia,5,2020,14.0,0.0,12.0,43.0,78.2845161290323,13.443182,-15.310139000000001
672,Gambia,6,2020,24.0,1.0,7.0,32.0,73.6083333333333,13.443182,-15.310139000000001
673,Gambia,7,2020,449.0,7.0,41.0,501.0,58.22838709677423,13.443182,-15.310139000000001
674,Gambia,8,2020,5150.0,87.0,964.0,9590.0,70.08806451612901,13.443182,-15.310139000000001
675,Gambia,9,2020,616.0,16.0,1129.0,20730.0,73.95133333333334,13.443182,-15.310139000000001
676,Gambia,10,2020,93.0,7.0,1035.0,12320.0,66.61000000000003,13.443182,-15.310139000000001
677,Gambia,11,2020,70.0,4.0,405.0,383.0,42.22099999999999,13.443182,-15.310139000000001
678,Gambia,12,2020,44.0,0.0,53.0,119.0,36.11000000000001,13.443182,-15.310139000000001
679,Georgia,1,2020,0.0,0.0,0.0,0.0,2.1500000000000004,32.1656221,-82.9000751
680,Georgia,2,2020,1.0,0.0,0.0,1.0,19.440000000000005,32.1656221,-82.9000751
681,Georgia,3,2020,109.0,0.0,21.0,197.0,61.410967741935494,32.1656221,-82.9000751
682,Georgia,4,2020,429.0,6.0,163.0,1638.0,99.50666666666667,32.1656221,-82.9000751
683,Georgia,5,2020,244.0,6.0,421.0,6176.0,91.3703225806452,32.1656221,-82.9000751
684,Georgia,6,2020,145.0,3.0,189.0,2454.0,62.49899999999998,32.1656221,-82.9000751
685,Georgia,7,2020,240.0,2.0,146.0,995.0,54.26935483870964,32.1656221,-82.9000751
686,Georgia,8,2020,319.0,2.0,300.0,2772.0,55.61645161290326,32.1656221,-82.9000751
687,Georgia,9,2020,4705.0,20.0,1880.0,6311.0,62.625333333333366,32.1656221,-82.9000751
688,Georgia,10,2020,32744.0,268.0,19571.0,86496.0,58.72161290322581,32.1656221,-82.9000751
689,Georgia,11,2020,96648.0,960.0,91295.0,178293.0,64.28833333333331,32.1656221,-82.9000751
690,Georgia,12,2020,68419.0,735.0,57540.0,146340.0,84.26,32.1656221,-82.9000751
691,Germany,1,2020,5.0,0.0,0.0,5.0,1.4348387096774196,51.165690999999995,10.451526
692,Germany,2,2020,74.0,0.0,16.0,93.0,10.154482758620695,51.165690999999995,10.451526
693,Germany,3,2020,71729.0,775.0,16084.0,54870.0,48.77451612903224,51.165690999999995,10.451526
694,Germany,4,2020,91201.0,8615.0,107400.0,1155891.0,76.84999999999995,51.165690999999995,10.451526
695,Germany,5,2020,20401.0,1917.0,41852.0,476690.0,63.84193548387098,51.165690999999995,10.451526
696,Germany,6,2020,12008.0,450.0,12748.0,107340.0,61.3276666666667,51.165690999999995,10.451526
697,Germany,7,2020,14981.0,9180.0,13892.0,78257.0,56.79387096774191,51.165690999999995,10.451526
698,Germany,8,2020,34403.0,156.0,24803.0,115902.0,57.92709677419358,51.165690999999995,10.451526
699,Germany,9,2020,48111.0,192.0,40066.0,131622.0,50.49633333333331,51.165690999999995,10.451526
700,Germany,10,2020,238877.0,988.0,99549.0,168378.0,55.21483870967744,51.165690999999995,10.451526
701,Germany,11,2020,538122.0,6211.0,392809.0,2509891.0,64.02533333333331,51.165690999999995,10.451526
702,Germany,12,2020,416927.0,9060.0,346763.0,1669224.0,67.59000000000002,51.165690999999995,10.451526
703,Ghana,1,2020,0.0,0.0,0.0,0.0,0.7174193548387098,7.946527000000001,-1.0231940000000002
704,Ghana,2,2020,0.0,0.0,0.0,0.0,2.7800000000000007,7.946527000000001,-1.0231940000000002
705,Ghana,3,2020,161.0,5.0,31.0,270.0,31.09387096774193,7.946527000000001,-1.0231940000000002
706,Ghana,4,2020,1913.0,12.0,215.0,2700.0,76.69799999999995,7.946527000000001,-1.0231940000000002
707,Ghana,5,2020,5996.0,19.0,2735.0,25066.0,60.963870967741926,7.946527000000001,-1.0231940000000002
708,Ghana,6,2020,9671.0,76.0,10321.0,15526.0,55.37,7.946527000000001,-1.0231940000000002
709,Ghana,7,2020,17760.0,70.0,18828.0,61453.0,52.77999999999998,7.946527000000001,-1.0231940000000002
710,Ghana,8,2020,8797.0,94.0,10867.0,42246.0,52.77999999999998,7.946527000000001,-1.0231940000000002
711,Ghana,9,2020,2328.0,25.0,2794.0,8948.0,44.440000000000026,7.946527000000001,-1.0231940000000002
712,Ghana,10,2020,1429.0,19.0,1412.0,3257.0,44.081935483871,7.946527000000001,-1.0231940000000002
713,Ghana,11,2020,3612.0,3.0,3378.0,13748.0,38.89,7.946527000000001,-1.0231940000000002
714,Ghana,12,2020,1986.0,8.0,1784.0,3021.0,38.88999999999999,7.946527000000001,-1.0231940000000002
715,Greece,1,2020,0.0,0.0,0.0,0.0,0.0,39.074208,21.824312
716,Greece,2,2020,4.0,0.0,0.0,4.0,2.2027586206896546,39.074208,21.824312
717,Greece,3,2020,1310.0,49.0,52.0,1614.0,54.65806451612904,39.074208,21.824312
718,Greece,4,2020,1277.0,91.0,1322.0,7024.0,84.26000000000003,39.074208,21.824312
719,Greece,5,2020,326.0,35.0,0.0,291.0,70.75935483870968,39.074208,21.824312
720,Greece,6,2020,492.0,17.0,0.0,1843.0,48.148666666666664,39.074208,21.824312
721,Greece,7,2020,1068.0,14.0,0.0,1054.0,52.93000000000002,39.074208,21.824312
722,Greece,8,2020,5840.0,60.0,2430.0,6504.0,52.43677419354838,39.074208,21.824312
723,Greece,9,2020,8158.0,125.0,7882.0,30422.0,57.08300000000003,39.074208,21.824312
724,Greece,10,2020,20776.0,235.0,11388.0,47444.0,56.434193548387114,39.074208,21.824312
725,Greece,11,2020,66020.0,1780.0,0.0,64240.0,75.52233333333334,39.074208,21.824312
726,Greece,12,2020,24313.0,1638.0,0.0,22675.0,81.79333333333334,39.074208,21.824312
727,Guatemala,1,2020,0.0,0.0,0.0,0.0,1.7922580645161288,15.783470999999999,-90.230759
728,Guatemala,2,2020,0.0,0.0,0.0,0.0,11.110000000000007,15.783470999999999,-90.230759
729,Guatemala,3,2020,38.0,1.0,12.0,45.0,57.04903225806451,15.783470999999999,-90.230759
730,Guatemala,4,2020,561.0,15.0,54.0,492.0,94.72466666666669,15.783470999999999,-90.230759
731,Guatemala,5,2020,4488.0,92.0,669.0,7329.0,96.30000000000004,15.783470999999999,-90.230759
732,Guatemala,6,2020,13009.0,665.0,2459.0,9885.0,96.30000000000004,15.783470999999999,-90.230759
733,Guatemala,7,2020,31693.0,1151.0,33622.0,108432.0,94.80645161290323,15.783470999999999,-90.230759
734,Guatemala,8,2020,24285.0,836.0,25252.0,164132.0,87.03999999999998,15.783470999999999,-90.230759
735,Guatemala,9,2020,17672.0,486.0,18188.0,149848.0,78.61166666666666,15.783470999999999,-90.230759
736,Guatemala,10,2020,16193.0,483.0,17033.0,104734.0,49.53999999999998,15.783470999999999,-90.230759
737,Guatemala,11,2020,14123.0,442.0,13655.0,61259.0,49.53999999999998,15.783470999999999,-90.230759
738,Guatemala,12,2020,10000.0,418.0,9313.0,42972.0,49.54,15.783470999999999,-90.230759
739,Guinea,1,2020,0.0,0.0,0.0,0.0,1.4338709677419357,9.945587,-9.696645
740,Guinea,2,2020,0.0,0.0,0.0,0.0,11.110000000000007,9.945587,-9.696645
741,Guinea,3,2020,22.0,0.0,0.0,22.0,25.23935483870968,9.945587,-9.696645
742,Guinea,4,2020,1473.0,7.0,329.0,1137.0,78.7,9.945587,-9.696645
743,Guinea,5,2020,2211.0,16.0,1701.0,10456.0,78.69999999999997,9.945587,-9.696645
744,Guinea,6,2020,1685.0,10.0,2296.0,21907.0,75.61666666666673,9.945587,-9.696645
745,Guinea,7,2020,1917.0,13.0,2132.0,11545.0,69.3564516129032,9.945587,-9.696645
746,Guinea,8,2020,2101.0,13.0,1989.0,11320.0,70.68096774193545,9.945587,-9.696645
747,Guinea,9,2020,1243.0,7.0,1549.0,10613.0,63.335999999999984,9.945587,-9.696645
748,Guinea,10,2020,1420.0,6.0,554.0,2672.0,43.92096774193552,9.945587,-9.696645
749,Guinea,11,2020,1047.0,4.0,1495.0,11408.0,40.78866666666666,9.945587,-9.696645
750,Guinea,12,2020,392.0,4.0,814.0,8108.0,42.59,9.945587,-9.696645
751,Guyana,1,2020,0.0,0.0,0.0,0.0,1.2554838709677425,4.860416000000001,-58.93018000000001
752,Guyana,2,2020,0.0,0.0,0.0,0.0,11.974137931034475,4.860416000000001,-58.93018000000001
753,Guyana,3,2020,32.0,2.0,0.0,29.0,32.02064516129032,4.860416000000001,-58.93018000000001
754,Guyana,4,2020,70.0,7.0,22.0,184.0,84.69466666666662,4.860416000000001,-58.93018000000001
755,Guyana,5,2020,71.0,3.0,48.0,611.0,87.03999999999998,4.860416000000001,-58.93018000000001
756,Guyana,6,2020,92.0,0.0,44.0,559.0,82.46900000000005,4.860416000000001,-58.93018000000001
757,Guyana,7,2020,168.0,8.0,71.0,891.0,77.4596774193548,4.860416000000001,-58.93018000000001
758,Guyana,8,2020,893.0,19.0,533.0,3002.0,74.31580645161294,4.860416000000001,-58.93018000000001
759,Guyana,9,2020,1588.0,41.0,962.0,7814.0,75.7576666666667,4.860416000000001,-58.93018000000001
760,Guyana,10,2020,1268.0,44.0,1548.0,17632.0,75.17935483870966,4.860416000000001,-58.93018000000001
761,Guyana,11,2020,1244.0,27.0,1164.0,9796.0,70.36999999999998,4.860416000000001,-58.93018000000001
762,Guyana,12,2020,670.0,8.0,896.0,6649.0,68.52,4.860416000000001,-58.93018000000001
763,Haiti,1,2020,0.0,0.0,0.0,0.0,0.0,18.971187,-72.28521500000001
764,Haiti,2,2020,0.0,0.0,0.0,0.0,2.4924137931034487,18.971187,-72.28521500000001
765,Haiti,3,2020,15.0,0.0,1.0,14.0,40.830322580645145,18.971187,-72.28521500000001
766,Haiti,4,2020,66.0,8.0,8.0,147.0,89.10333333333332,18.971187,-72.28521500000001
767,Haiti,5,2020,2043.0,36.0,45.0,1991.0,89.80999999999996,18.971187,-72.28521500000001
768,Haiti,6,2020,3851.0,61.0,907.0,17954.0,79.94166666666666,18.971187,-72.28521500000001
769,Haiti,7,2020,1449.0,56.0,3675.0,74836.0,54.925161290322606,18.971187,-72.28521500000001
770,Haiti,8,2020,800.0,40.0,1222.0,26412.0,24.283870967741922,18.971187,-72.28521500000001
771,Haiti,9,2020,542.0,28.0,1001.0,26254.0,29.94000000000001,18.971187,-72.28521500000001
772,Haiti,10,2020,291.0,3.0,600.0,18182.0,47.22000000000002,18.971187,-72.28521500000001
773,Haiti,11,2020,237.0,1.0,594.0,13923.0,45.925000000000026,18.971187,-72.28521500000001
774,Haiti,12,2020,354.0,1.0,298.0,4133.0,41.67000000000001,18.971187,-72.28521500000001
775,Honduras,1,2020,0.0,0.0,0.0,0.0,0.0,15.199998999999998,-86.241905
776,Honduras,2,2020,0.0,0.0,0.0,0.0,0.0,15.199998999999998,-86.241905
777,Honduras,3,2020,141.0,7.0,3.0,131.0,57.854838709677416,15.199998999999998,-86.241905
778,Honduras,4,2020,630.0,64.0,155.0,1147.0,100.0,15.199998999999998,-86.241905
779,Honduras,5,2020,6531.0,141.0,458.0,6231.0,100.0,15.199998999999998,-86.241905
780,Honduras,6,2020,14356.0,285.0,1523.0,12548.0,97.16333333333336,15.199998999999998,-86.241905
781,Honduras,7,2020,22456.0,840.0,3494.0,18122.0,96.30000000000004,15.199998999999998,-86.241905
782,Honduras,8,2020,19000.0,536.0,4842.0,58862.0,90.47419354838705,15.199998999999998,-86.241905
783,Honduras,9,2020,15886.0,480.0,17526.0,812739.0,83.08833333333338,15.199998999999998,-86.241905
784,Honduras,10,2020,19988.0,316.0,12207.0,255205.0,85.4258064516129,15.199998999999998,-86.241905
785,Honduras,11,2020,11365.0,249.0,7944.0,444379.0,87.03999999999998,15.199998999999998,-86.241905
786,Honduras,12,2020,7959.0,105.0,5929.0,239775.0,87.03999999999998,15.199998999999998,-86.241905
787,Hungary,1,2020,0.0,0.0,0.0,0.0,0.0,47.162494,19.5033041
788,Hungary,2,2020,0.0,0.0,0.0,0.0,0.3834482758620689,47.162494,19.5033041
789,Hungary,3,2020,492.0,16.0,37.0,439.0,48.266129032258064,47.162494,19.5033041
790,Hungary,4,2020,2283.0,296.0,544.0,4602.0,76.84999999999995,47.162494,19.5033041
791,Hungary,5,2020,1101.0,214.0,1566.0,37008.0,67.65516129032261,47.162494,19.5033041
792,Hungary,6,2020,279.0,59.0,545.0,22309.0,58.70333333333339,47.162494,19.5033041
793,Hungary,7,2020,350.0,11.0,661.0,11478.0,54.630000000000045,47.162494,19.5033041
794,Hungary,8,2020,1634.0,19.0,408.0,3591.0,50.863548387096756,47.162494,19.5033041
795,Hungary,9,2020,20322.0,150.0,2129.0,18043.0,43.82666666666668,47.162494,19.5033041
796,Hungary,10,2020,48860.0,985.0,13142.0,60713.0,40.74,47.162494,19.5033041
797,Hungary,11,2020,141801.0,3073.0,44828.0,245118.0,66.17166666666668,47.162494,19.5033041
798,Hungary,12,2020,78855.0,2902.0,25954.0,247245.0,72.22000000000001,47.162494,19.5033041
799,Iceland,1,2020,0.0,0.0,0.0,0.0,3.7635483870967743,64.96305100000001,-19.020835
800,Iceland,2,2020,1.0,0.0,0.0,1.0,16.670000000000012,64.96305100000001,-19.020835
801,Iceland,3,2020,1134.0,8.0,206.0,934.0,35.6935483870968,64.96305100000001,-19.020835
802,Iceland,4,2020,662.0,8.0,1472.0,12950.0,53.70000000000003,64.96305100000001,-19.020835
803,Iceland,5,2020,9.0,0.0,124.0,552.0,48.05709677419353,64.96305100000001,-19.020835
804,Iceland,6,2020,18.0,0.0,10791.0,55.0,39.80999999999997,64.96305100000001,-19.020835
805,Iceland,7,2020,61.0,0.0,10851.0,245.0,40.01935483870965,64.96305100000001,-19.020835
806,Iceland,8,2020,222.0,0.0,172.0,1208.0,46.29999999999998,64.96305100000001,-19.020835
807,Iceland,9,2020,621.0,0.0,170.0,1348.0,39.628000000000014,64.96305100000001,-19.020835
808,Iceland,10,2020,2137.0,2.0,1706.0,13475.0,41.815806451612886,64.96305100000001,-19.020835
809,Iceland,11,2020,527.0,14.0,1306.0,12478.0,52.77999999999998,64.96305100000001,-19.020835
810,Iceland,12,2020,212.0,2.0,270.0,1683.0,52.77999999999998,64.96305100000001,-19.020835
811,India,1,2020,1.0,0.0,0.0,1.0,2.1516129032258062,20.593684,78.96288
812,India,2,2020,2.0,0.0,3.0,2.0,10.19,20.593684,78.96288
813,India,3,2020,1394.0,40.0,120.0,1239.0,54.52483870967742,20.593684,78.96288
814,India,4,2020,33466.0,1119.0,8945.0,23402.0,98.6433333333334,20.593684,78.96288
815,India,5,2020,155746.0,4254.0,82784.0,158463.0,82.07870967741941,20.593684,78.96288
816,India,6,2020,394872.0,11992.0,256060.0,270117.0,76.28,20.593684,78.96288
817,India,7,2020,1110507.0,19111.0,746462.0,344934.0,76.70290322580647,20.593684,78.96288
818,India,8,2020,1995178.0,28777.0,1745508.0,2872576.0,79.76451612903232,20.593684,78.96288
819,India,9,2020,2621418.0,33390.0,2433319.0,9986089.0,79.105,20.593684,78.96288
820,India,10,2020,1871498.0,23433.0,2218312.0,22235116.0,68.08354838709674,20.593684,78.96288
821,India,11,2020,1278727.0,15510.0,1398072.0,11658473.0,64.04,20.593684,78.96288
822,Indonesia,1,2020,0.0,0.0,0.0,0.0,6.990322580645162,-0.789275,113.921327
823,Indonesia,2,2020,0.0,0.0,0.0,0.0,27.29586206896553,-0.789275,113.921327
824,Indonesia,3,2020,1528.0,136.0,81.0,1311.0,41.81741935483873,-0.789275,113.921327
825,Indonesia,4,2020,8590.0,656.0,1441.0,6493.0,68.42666666666665,-0.789275,113.921327
826,Indonesia,5,2020,16355.0,821.0,5786.0,26952.0,73.82193548387099,-0.789275,113.921327
827,Indonesia,6,2020,29912.0,1263.0,17498.0,11151.0,66.51433333333333,-0.789275,113.921327
828,Indonesia,7,2020,51991.0,2255.0,41101.0,306673.0,59.81290322580646,-0.789275,113.921327
829,Indonesia,8,2020,66420.0,2286.0,60052.0,434488.0,60.6167741935484,-0.789275,113.921327
830,Indonesia,9,2020,112212.0,3323.0,88988.0,254769.0,65.95666666666669,-0.789275,113.921327
831,Indonesia,10,2020,123080.0,3129.0,122854.0,883588.0,58.348064516129064,-0.789275,113.921327
832,Indonesia,11,2020,128795.0,3076.0,112717.0,480095.0,56.015999999999984,-0.789275,113.921327
833,Indonesia,12,2020,111314.0,2569.0,81477.0,27268.0,64.35000000000001,-0.789275,113.921327
834,Iran,1,2020,0.0,0.0,0.0,0.0,0.0,32.427908,53.68804599999999
835,Iran,2,2020,593.0,43.0,123.0,506.0,4.533793103448277,32.427908,53.68804599999999
836,Iran,3,2020,44012.0,2855.0,14533.0,47249.0,46.83451612903228,32.427908,53.68804599999999
837,Iran,4,2020,50035.0,3130.0,60447.0,510873.0,54.568000000000005,32.427908,53.68804599999999
838,Iran,5,2020,56826.0,1769.0,43745.0,51000.0,48.71451612903226,32.427908,53.68804599999999
839,Iran,6,2020,76196.0,3020.0,69910.0,419357.0,43.51666666666669,32.427908,53.68804599999999
840,Iran,7,2020,76542.0,5949.0,74761.0,444511.0,52.9448387096774,32.427908,53.68804599999999
841,Iran,8,2020,71008.0,4805.0,59714.0,134856.0,60.323548387096814,32.427908,53.68804599999999
842,Iran,9,2020,82007.0,4598.0,57723.0,80514.0,57.22466666666672,32.427908,53.68804599999999
843,Iran,10,2020,155553.0,8695.0,100974.0,118489.0,63.635161290322564,32.427908,53.68804599999999
844,Iran,11,2020,349298.0,13382.0,186221.0,149695.0,68.61399999999996,32.427908,53.68804599999999
845,Iran,12,2020,183581.0,5027.0,197323.0,2949832.0,70.83000000000001,32.427908,53.68804599999999
846,Iraq,1,2020,0.0,0.0,0.0,0.0,0.0,33.223191,43.679291
847,Iraq,2,2020,13.0,0.0,0.0,13.0,11.558275862068966,33.223191,43.679291
848,Iraq,3,2020,681.0,50.0,170.0,736.0,76.04548387096777,33.223191,43.679291
849,Iraq,4,2020,1391.0,43.0,1205.0,8544.0,92.59666666666664,33.223191,43.679291
850,Iraq,5,2020,4354.0,112.0,1781.0,7129.0,85.27709677419361,33.223191,43.679291
851,Iraq,6,2020,42670.0,1738.0,21604.0,53333.0,92.59,33.223191,43.679291
852,Iraq,7,2020,75500.0,2798.0,62674.0,209710.0,92.59000000000002,33.223191,43.679291
853,Iraq,8,2020,110325.0,2301.0,89168.0,355379.0,91.24645161290327,33.223191,43.679291
854,Iraq,9,2020,128047.0,2139.0,115595.0,523087.0,72.00566666666667,33.223191,43.679291
855,Iraq,10,2020,109649.0,1729.0,107458.0,900291.0,58.42225806451611,33.223191,43.679291
856,Iraq,11,2020,79919.0,1348.0,83019.0,771697.0,51.60333333333333,33.223191,43.679291
857,Iraq,12,2020,29262.0,412.0,34417.0,836314.0,48.149999999999984,33.223191,43.679291
858,Ireland,1,2020,0.0,0.0,0.0,0.0,0.0,53.1423672,-7.692053599999999
859,Ireland,2,2020,1.0,0.0,0.0,1.0,5.176206896551725,53.1423672,-7.692053599999999
860,Ireland,3,2020,3234.0,71.0,5.0,3158.0,40.08451612903225,53.1423672,-7.692053599999999
861,Ireland,4,2020,17377.0,1161.0,13381.0,27208.0,89.81499999999996,53.1423672,-7.692053599999999
862,Ireland,5,2020,4378.0,2028.0,8703.0,12437.0,87.39354838709673,53.1423672,-7.692053599999999
863,Ireland,6,2020,483.0,1736.0,1275.0,3577.0,68.14633333333337,53.1423672,-7.692053599999999
864,Ireland,7,2020,592.0,3533.0,0.0,1266.0,38.89000000000001,53.1423672,-7.692053599999999
865,Ireland,8,2020,2746.0,14.0,0.0,2732.0,60.03387096774192,53.1423672,-7.692053599999999
866,Ireland,9,2020,7344.0,27.0,0.0,7317.0,63.91666666666666,53.1423672,-7.692053599999999
867,Ireland,10,2020,25301.0,1915.0,0.0,25192.0,66.84258064516129,53.1423672,-7.692053599999999
868,Ireland,11,2020,11088.0,140.0,0.0,10948.0,81.48,53.1423672,-7.692053599999999
869,Ireland,12,2020,5710.0,2195.0,0.0,5614.0,74.20428571428572,53.1423672,-7.692053599999999
870,Israel,1,2020,0.0,0.0,0.0,0.0,0.4483870967741935,31.046051000000002,34.851612
871,Israel,2,2020,6.0,0.0,1.0,5.0,17.525862068965516,31.046051000000002,34.851612
872,Israel,3,2020,5799.0,21.0,213.0,5565.0,58.540967741935475,31.046051000000002,34.851612
873,Israel,4,2020,10179.0,204.0,8714.0,122901.0,89.35100000000004,31.046051000000002,34.851612
874,Israel,5,2020,1183.0,62.0,5751.0,108039.0,77.30129032258064,31.046051000000002,34.851612
875,Israel,6,2020,8359.0,40.0,2060.0,6259.0,74.81466666666667,31.046051000000002,34.851612
876,Israel,7,2020,46296.0,237.0,30490.0,124169.0,63.77032258064519,31.046051000000002,34.851612
877,Israel,8,2020,45172.0,389.0,47144.0,247461.0,42.44258064516129,31.046051000000002,34.851612
878,Israel,9,2020,130505.0,651.0,83460.0,365106.0,57.56066666666668,31.046051000000002,34.851612
879,Israel,10,2020,66938.0,957.0,122040.0,1010266.0,78.01838709677419,31.046051000000002,34.851612
880,Israel,11,2020,22842.0,311.0,23812.0,149428.0,63.24,31.046051000000002,34.851612
881,Israel,12,2020,32961.0,185.0,20692.0,54639.0,72.87999999999998,31.046051000000002,34.851612
882,Italy,1,2020,2.0,0.0,0.0,2.0,1.5235483870967743,41.87194,12.56738
883,Italy,2,2020,1126.0,29.0,48.0,1051.0,32.51689655172414,41.87194,12.56738
884,Italy,3,2020,104664.0,12399.0,15683.0,76582.0,84.06870967741939,41.87194,12.56738
885,Italy,4,2020,99671.0,15539.0,60216.0,1090971.0,92.59433333333332,41.87194,12.56738
886,Italy,5,2020,27534.0,5448.0,81562.0,2235008.0,66.57677419354843,41.87194,12.56738
887,Italy,6,2020,245740.0,36027.0,32741.0,801419.0,52.0383333333333,41.87194,12.56738
888,Italy,7,2020,6959.0,374.0,9726.0,266898.0,55.973225806451616,41.87194,12.56738
889,Italy,8,2020,21677.0,342.0,216215.0,26113.0,52.09258064516131,41.87194,12.56738
890,Italy,9,2020,45647.0,411.0,20051.0,25185.0,50.43100000000002,41.87194,12.56738
891,Italy,10,2020,364569.0,2724.0,61722.0,300123.0,55.82612903225808,41.87194,12.56738
892,Italy,11,2020,922124.0,16958.0,468081.0,3633034.0,77.09933333333339,41.87194,12.56738
893,Italy,12,2020,320224.0,12318.0,468579.0,11331174.0,79.63000000000002,41.87194,12.56738
894,Jamaica,1,2020,0.0,0.0,0.0,0.0,0.2687096774193549,18.109581,-77.297508
895,Jamaica,2,2020,0.0,0.0,0.0,0.0,17.90758620689655,18.109581,-77.297508
896,Jamaica,3,2020,36.0,1.0,2.0,43.0,51.37290322580644,18.109581,-77.297508
897,Jamaica,4,2020,386.0,7.0,27.0,860.0,81.63599999999998,18.109581,-77.297508
898,Jamaica,5,2020,164.0,1.0,282.0,6761.0,86.95032258064516,18.109581,-77.297508
899,Jamaica,6,2020,116.0,1.0,242.0,2662.0,69.68899999999998,18.109581,-77.297508
900,Jamaica,7,2020,176.0,0.0,173.0,1530.0,64.80999999999996,18.109581,-77.297508
901,Jamaica,8,2020,1581.0,11.0,164.0,1548.0,73.14903225806452,18.109581,-77.297508
902,Jamaica,9,2020,4023.0,86.0,977.0,11644.0,78.7,18.109581,-77.297508
903,Jamaica,10,2020,2612.0,99.0,2643.0,56573.0,70.81935483870967,18.109581,-77.297508
904,Jamaica,11,2020,1669.0,51.0,1709.0,66290.0,67.8373333333333,18.109581,-77.297508
905,Jamaica,12,2020,1276.0,26.0,2449.0,65886.0,67.59000000000002,18.109581,-77.297508
906,Japan,1,2020,15.0,0.0,1.0,14.0,2.2419354838709684,36.204824,138.252924
907,Japan,2,2020,230.0,6.0,31.0,447.0,21.804482758620686,36.204824,138.252924
908,Japan,3,2020,2010.0,61.0,392.0,3038.0,41.15870967741936,36.204824,138.252924
909,Japan,4,2020,12029.0,414.0,2036.0,21104.0,45.73966666666668,36.204824,138.252924
910,Japan,5,2020,2467.0,417.0,11882.0,139023.0,41.904516129032274,36.204824,138.252924
911,Japan,6,2020,1864.0,990.0,2116.0,17380.0,27.77666666666665,36.204824,138.252924
912,Japan,7,2020,17619.0,36.0,8316.0,18578.0,27.990322580645145,36.204824,138.252924
913,Japan,8,2020,32162.0,290.0,67755.0,256505.0,32.708387096774175,36.204824,138.252924
914,Japan,9,2020,15195.0,277.0,19184.0,182362.0,35.648666666666664,36.204824,138.252924
915,Japan,10,2020,17736.0,194.0,105427.0,63012.0,36.73774193548387,36.204824,138.252924
916,Japan,11,2020,47635.0,307.0,237173.0,100214.0,39.321666666666665,36.204824,138.252924
917,Japan,12,2020,44791.0,633.0,160630.0,94372.0,50.00000000000001,36.204824,138.252924
918,Jordan,1,2020,0.0,0.0,0.0,0.0,0.0,36.150004200000005,-95.9882368
919,Jordan,2,2020,0.0,0.0,0.0,0.0,0.0,36.150004200000005,-95.9882368
920,Jordan,3,2020,274.0,5.0,30.0,478.0,51.97064516129032,36.150004200000005,-95.9882368
921,Jordan,4,2020,179.0,3.0,332.0,3883.0,97.90133333333335,36.150004200000005,-95.9882368
922,Jordan,5,2020,286.0,1.0,746.0,1556.0,81.33387096774196,36.150004200000005,-95.9882368
923,Jordan,6,2020,393.0,0.0,360.0,3450.0,53.08833333333336,36.150004200000005,-95.9882368
924,Jordan,7,2020,1284.0,2.0,202.0,2432.0,48.15000000000002,36.150004200000005,-95.9882368
925,Jordan,8,2020,841.0,4.0,424.0,1626.0,53.972580645161315,36.150004200000005,-95.9882368
926,Jordan,9,2020,9791.0,46.0,3118.0,8532.0,63.797333333333384,36.150004200000005,-95.9882368
927,Jordan,10,2020,60782.0,768.0,2974.0,57040.0,76.28193548387098,36.150004200000005,-95.9882368
928,Jordan,11,2020,146823.0,1922.0,147426.0,662609.0,77.96133333333334,36.150004200000005,-95.9882368
929,Jordan,12,2020,52084.0,767.0,81524.0,799361.0,78.7,36.150004200000005,-95.9882368
930,Kazakhstan,1,2020,0.0,0.0,0.0,0.0,0.8061290322580645,48.019573,66.923684
931,Kazakhstan,2,2020,0.0,0.0,0.0,0.0,8.330000000000005,48.019573,66.923684
